time,acc_x
2.73,-1.29318208992589e-07
2.731,-1.269673018567978e-07
2.732,-1.243948451092837e-07
2.733,-1.215955354129323e-07
2.734,-1.185644206324842e-07
2.735,-1.152966547283833e-07
2.736,-1.117865067241922e-07
2.737,-1.080291278590532e-07
2.738,-1.040192075685617e-07
2.739,-9.975107185870452e-08
2.74,-9.521977465605068e-08
2.741,-9.041928651276969e-08
2.742,-8.534435650934547e-08
2.743,-7.998953103225559e-08
2.744,-7.544882887585883e-08
2.745,-7.601849036164615e-08
2.746,-7.656231436406859e-08
2.747,-7.707946045141497e-08
2.748,-7.75699363137688e-08
2.749,-7.803340732913492e-08
2.75,-7.846929408025376e-08
2.751,-7.887729425875425e-08
2.752,-7.925759255929475e-08
2.753,-7.960929861596853e-08
2.754,-7.993263611103588e-08
2.755,-8.022669272656577e-08
2.756,-8.049156994110054e-08
2.757,-8.072702025617791e-08
2.758,-8.09325054146556e-08
2.759,-8.110734327125331e-08
2.76,-8.125196587623769e-08
2.761,-8.136567718051056e-08
2.762,-8.144826293584857e-08
2.763,-8.149932833110771e-08
2.764,-8.15183867737168e-08
2.765,-8.150564105527689e-08
2.766,-8.146033058798431e-08
2.767,-8.138223170768255e-08
2.768,-8.127113055850266e-08
2.769,-8.112658580804697e-08
2.77,-8.09483660025048e-08
2.771,-8.073611489429815e-08
2.772,-8.048958739340269e-08
2.773,-8.020845862019782e-08
2.774,-7.989231653532263e-08
2.775,-7.95408674887859e-08
2.776,-7.91537884968263e-08
2.777,-7.87310263280048e-08
2.778,-7.827193423008979e-08
2.779,-7.77764959250569e-08
2.78,-7.724378276914147e-08
2.781,-7.667418132556583e-08
2.782,-7.606705275452675e-08
2.783,-7.542204499251913e-08
2.784,-7.473928466778249e-08
2.785,-7.401777478802442e-08
2.786,-7.325767839063875e-08
2.787,-7.24583958865025e-08
2.788,-7.161971784171838e-08
2.789,-7.074153767770995e-08
2.79,-6.982306049054376e-08
2.791,-6.886453343866288e-08
2.792,-6.78653995965664e-08
2.793,-6.682505922775142e-08
2.794,-6.574345589405415e-08
2.795,-6.462039583650414e-08
2.796,-6.345574775538977e-08
2.797,-6.224846989017021e-08
2.798,-6.099878278229404e-08
2.799,-5.970630118393033e-08
2.8,-5.837055651090787e-08
2.801,-5.699114387874078e-08
2.802,-5.556835704406671e-08
2.803,-5.410115014628869e-08
2.804,-5.258969719202381e-08
2.805,-5.103335788774935e-08
2.806,-4.943202613323614e-08
2.807,-4.778524954992235e-08
2.808,-4.609290593409004e-08
2.809,-4.435442806907748e-08
2.81,-4.256956924113131e-08
2.811,-4.073821363480347e-08
2.812,-3.885973280357204e-08
2.813,-3.693404924605445e-08
2.814,-3.496082990514744e-08
2.815,-3.29395143629174e-08
2.816,-3.087005935717065e-08
2.817,-2.875225372363432e-08
2.818,-2.658521288157406e-08
2.819,-2.436926830764737e-08
2.82,-2.210389216967494e-08
2.821,-1.978836188558094e-08
2.822,-1.7423014240824e-08
2.823,-1.50068440837328e-08
2.824,-1.254006900305758e-08
